Name	ID	Glottocode	Family	Latitude	Longitude	Hits
Vano	tryonsolomon-vano	vano1237	Austronesian	-11.6107	166.7984	3
Vei	polyglottaafricana-II-4	vaii1241	Mande	7.05085	-11.3262	3
Vera'a (Vatrata)	abvdoceanic-VeraaVatrata_1077	vera1241	Austronesian	-13.892528	167.428701	3
Vilakara	vanuatuvoices-Vilakara	tasi1237	Austronesian	-16.813633	168.41445	3
Vunapu	abvdoceanic-Vunapu_1015	vuna1239	Austronesian	-14.8477	166.691	3
Wangkayutyuru	bowernpny-Wangkayutyuru	wang1289	Pama-Nyungan	-24.7022	137.433	3
WarLamin	nagarajakhasian-WarLamin	warj1242	Austroasiatic	25.1154	91.6266	3
Warungu	bowernpny-Warungu	waru1264	Pama-Nyungan	-18.2496	144.37	3
Welsh	northeuralex-cym	wels1247	Indo-European	52.0	-4.0	3
Western Fijian (Navosa)	abvdoceanic-WesternFijianNavosa_512	west2519	Austronesian	-17.8355	177.657	3
Western Subanon	abvdphilippines-1638	west2557	Austronesian	7.79964	122.341	3
Wiradjuri	bowernpny-Wiradjuri	wira1262	Pama-Nyungan	-34.0742	145.994	3
Wuna	blustaustronesian-wuna	muna1247	Austronesian	-5.40419	122.541	3
Wusi (Valui)	abvdoceanic-WusiValui_1072	wusi1237	Austronesian	-15.2786	166.696	3
Xeta	tuled-Xeta	xeta1241	Tupian	-24.9408	-52.2266	3
Xiangxi, West	chenhmongmien-WesternXiangxi	west2430	Hmong-Mien	28.33212	109.422366	3
Xoli (Mbwenelang)	vanuatuvoices-Xolimbwenelang	boin1237	Austronesian	-16.34139	167.7425	3
Yanda Dom	heathdogon-YandaDom	yand1257	Dogon	14.64718333	-3.148166667	3
Yandruwandha	bowernpny-Yandruwandha	yand1253	Pama-Nyungan	-28.4744	140.583	3
Yarluyandi	bowernpny-Yarluyandi	yarl1238	Pama-Nyungan	-25.83705	139.58436	3
Yegha (Korafe Dialect)	transnewguineaorg-korafe	kora1294	Nuclear Trans New Guinea	-9.07	149.267	3
Yi (Nanhua)	suntb-NanhuaYi	nanh1240	Sino-Tibetan	23.43	101.69	3
Yinbaw	starostinkaren-Yinbaw	yinb1236	Sino-Tibetan	19.0383	97.2134	3
Yorta Yorta	bowernpny-YortaYorta	yort1237	Pama-Nyungan	-35.9	145.01	3
Yugambeh	bowernpny-Yugambeh	yuga1244	Pama-Nyungan	-27.803	153.082	3
Yuki	tuled-Yuki	yuqu1240	Tupian	-16.7875	-64.9438	3
Yuwaalaraay	bowernpny-Yuwaalaraay	yuwa1242	Pama-Nyungan	-29.758184	147.923684	3
siroi	zgraggenmadang-siroi	siro1249	Nuclear Trans New Guinea	-5.52893	145.994	3
‘Aragùrɛ	abvdoceanic-Aragur_1512	xara1243	Austronesian	-21.8223	166.376	3
'Oyaoya	abvdoceanic-Oyaoya_1461	oyao1237	Austronesian	-10.5392	150.658	2
(Arabic) Ā́dirar	polyglottaafricana-XII-F-1-c	hass1238	Afro-Asiatic	18.29	-14.11	2
(Arabic) Bḗṛān	polyglottaafricana-XII-F-1-d	alge1240	Afro-Asiatic	20.8884	4.80626	2
(Bọ́rnu) Kā́nèm	polyglottaafricana-VII-A-2-d	kane1243	Saharan	13.8749	14.8437	2
Abui	robinsonap-abui	abui1241	Timor-Alor-Pantar	-8.31058	124.588	2
Abun	papuanvoices-Abun	abun1252		-0.57	132.42	2
Adyghe	northeuralex-ady	adyg1241	Abkhaz-Adyge	44.65	40.0	2
Afade	gravinachadic-Afade	afad1236	Afro-Asiatic	12.0551	14.6343	2
Aghul	idssegmented-aghul	aghu1253	Nakh-Daghestanian	41.9242	47.5843	2
Aghul (Koshan dialect)	idssegmented-aghulkoshandialect	kosh1245	Nakh-Daghestanian	41.85	47.65	2
Aklanon - Bisayan	abvdphilippines-43	akla1241	Austronesian	11.5543	122.354	2
Aleut	northeuralex-ale	aleu1260	Eskimo-Aleut	52.12	-174.29	2
Ali	abvdoceanic-Ali_39	kapp1237	Austronesian	-3.28761	142.659	2
Alor (Baranusa Kabir Dialect)	transnewguineaorg-alor-baranusa-kabir	alor1247	Austronesian	-8.20382	124.264	2
Ambrym, South-East	abvdoceanic-AmbrymSouthEast_120	sout2859	Austronesian	-16.2975	168.211	2
Ancient Aramaic	idssegmented-ancientaramaic	olda1245	Afro-Asiatic	32.84	37.0	2
Angami Kohima	marrisonnaga-KohimaAngami	anga1288	Sino-Tibetan	25.55	94.1333	2
Antaisaka	servamalagasy-AntaisakaVangaindrano	anta1261	Austronesian	-23.32	47.6	2
Antandroy	servamalagasy-AntandroyTsihombe	tand1256	Austronesian	-25.32	45.48	2
Antankarana	servamalagasy-AntankaranaVohemar	anta1255	Austronesian	-13.37	50.0	2
Antanosy	servamalagasy-AntanosyTolagnaro	tano1246	Austronesian	-25.03	46.98	2
Ao Mongsen	marrisonnaga-MongsenAo	mong1332	Sino-Tibetan	26.4167	94.4	2
Aomori	leejaponic-Aomori	tsug1237	Japonic	40.7435	140.6873	2
Aore	abvdoceanic-Aore_1068	aore1237	Austronesian	-15.5753	167.166	2
Arabela	johanssonsoundsymbolic-Arabela	arab1268	Zaparoan	-1.96126	-75.0612	2
Arandai (Weriagar Dialect)	transnewguineaorg-arandai-weriagar	aran1237	South Bird's Head Family	-2.08016	132.983	2
Arapaho	johanssonsoundsymbolic-Arapaho	arap1274	Algic	43.3879	-108.81	2
Arem	sidwellvietic-Arem	arem1240	Austroasiatic	17.7672	105.928	2
Argobba	felekesemitic-Argobba	argo1244	Afro-Asiatic	10.6596	39.756	2
Aria	abvdoceanic-Aria_287	mouk1239	Austronesian	-5.71155	149.158	2
Armenian: Classical	iecor-129	clas1249	Indo-European	40.173	44.293	2
Aromanian	saenkoromance-aromanian	arom1237	Indo-European	40.616	21.2	2
Atayal - Squliq F69	abvdphilippines-255	atay1247	Austronesian	24.5209	121.388	2
Atemble	transnewguineaorg-atemble	atem1241	Nuclear Trans New Guinea	-5.08137	144.806	2
Avane	walkerarawakan-Avane	bani1254	Arawakan	2.71	-67.55	2
Awyu, Asue	transnewguineaorg-awyu-asue	asue1235	Nuclear Trans New Guinea	-5.98341	139.123	2
Aymara	keypano-Aymara	cent2142	Aymaran	-17.0	-68.5	2
Ayoreo	idssegmented-ayoreo	ayor1240	Zamucoan	-19.220055	-60.217495	2
Ayta Abellen	abvdphilippines-1262	aben1249	Austronesian	15.4131	120.2	2
Ayta Ambala	abvdphilippines-1263	amba1267	Austronesian	14.8156	120.283	2
Ayta Mag-antsi	abvdphilippines-1257	maga1263	Austronesian	15.1954	120.459	2
Babúma	polyglottaafricana-X-B-1	teke1278	Atlantic-Congo	-2.384219	15.623277	2
Bagupi	transnewguineaorg-bagupi	bagu1252	Nuclear Trans New Guinea	-5.07778	145.632	2
Baheng, West	chenhmongmien-WesternBaheng	pahn1237	Hmong-Mien	25.74971	109.286281	2
Bai (Dali)	gaotb-DaliBai	sout2730	Sino-Tibetan	25.52	100.29	2
Balangaw	abvdphilippines-411	bala1310	Austronesian	17.0994	121.272	2
Bamu	johanssonsoundsymbolic-Bamu	bamu1257	Kiwaian	-7.93818	143.545	2
Bangime	baf2-Bangime	bang1363		14.7984833	-3.76015	2
Bankala	kraftchadic-Bankala	bank1257	Atlantic-Congo	9.5	10.5	2
Bantawa	lairgyalrong-Bantawa	bant1281	Sino-Tibetan	27.117894	87.049995	2
Barasana	hubercolumbian-Barasana	bara1380	Tucanoan	0.02193	-70.808	2
Bare'e	blustaustronesian-baree	pamo1252	Austronesian	-1.62663	121.268	2
Bariai	abvdoceanic-Bariai_1336	bari1286	Austronesian	-5.5087	148.666	2
Basay TsYM91	abvdphilippines-369	basa1287	Austronesian	25.0046	121.857	2
Batyala	bowernpny-Batyala	baty1234	Pama-Nyungan	-25.44486	153.15399	2
Bámbara	polyglottaafricana-II-2	bamb1269	Mande	12.9	-7.65	2
Bā́yon·	polyglottaafricana-IX-A-4-a	mung1266	Atlantic-Congo	5.89752	10.0294	2
Beami	transnewguineaorg-beami	beam1240	Bosavi	-6.14949	142.508	2
Bebeli	abvdoceanic-Bebeli_1361	bebe1252	Austronesian	-5.63282	150.323	2
Ben Tey	heathdogon-BenTey	bent1238	Dogon	14.8524	-2.946416667	2
Bena	tls-Bena	bena1262	Atlantic-Congo	-9.26671	35.0364	2
Benabena	transnewguineaorg-benabena	bena1264	Nuclear Trans New Guinea	-6.09974	145.534	2
Betta_Kurumba	dravlex-Betta_Kurumba	bett1235	Dravidian	11.6385	76.6064	2
Bhojpuri	iecor-222	bhoj1244	Indo-European	26.76	83.37	2
Biak	papuanvoices-Biak	biak1248	Austronesian	-0.95	135.88	2
Bierebo (Yevali)	abvdoceanic-BiereboYevali_1007	bier1244	Austronesian	-16.6663	168.154	2
Bieria (Vowa)	abvdoceanic-BieriaVowa_1031	bier1246	Austronesian	-16.7867	168.232	2
Bine (Sebe Dialect)	transnewguineaorg-bine-sebe	sebe1243	Eastern Trans-Fly	-8.9268042	142.76373051	2
Bine (Sogal Dialect)	transnewguineaorg-bine-sogal	soga1243	Eastern Trans-Fly	-8.86577199	142.8578435	2
Binukid	abvdphilippines-415	binu1244	Austronesian	8.15933	124.892	2
Bisis	transnewguineaorg-bisis	bisi1244	Sepik	-4.46238	143.058	2
Bislama (1)	vanuatuvoices-Bislama1	bisl1239	Indo-European	-16.10694	167.4208	2
Blagar	robinsonap-blagar	blag1240	Timor-Alor-Pantar	-8.31787	124.251	2
Bolinao	abvdphilippines-1265	boli1256	Austronesian	16.3071	119.853	2
Bondu_So	baf2-BonduSo	bond1252	Dogon	14.98	-3.03	2
Bozo_Hainyaxo	baf2-BozoHainyaxo	hain1253	Mande	13.75	-5.75	2
Bozo_Tiema_Cewe	baf2-BozoTiemaCewe	tiem1235	Mande	15.6	-4.3	2
Bozo_Tieyaxo	baf2-BozoTieyaxo	tiey1235	Mande	14.25	-5.0	2
Brem	transnewguineaorg-brem	brem1238	Nuclear Trans New Guinea	-4.67372	145.562	2
Breton: Gwened	iecor-234	vann1244	Indo-European	47.66	-2.76	2
Buglere	constenlachibchan-Buglere	bugl1243	Chibchan	8.58	-81.26	2
Bugun Bichom	abrahammonpa-BugunBichom	bich1234	Sino-Tibetan	27.272159	92.574219	2
Bugun Namphri	abrahammonpa-BugunNamphri	namp1239	Sino-Tibetan	27.196633	92.504931	2
Bulang-2	idssegmented-bulang2	blan1242	Austroasiatic	22.0092	99.7405	2
Buma	tryonsolomon-buma	tean1237	Austronesian	-11.6752	166.868	2
Buna (Torricelli)	transnewguineaorg-buna-torricelli	buna1277	Nuclear Torricelli	-3.95553	144.119	2
Buninga: Moso	vanuatuvoices-Moso	buni1246	Austronesian	-17.529011534438972	168.28918755548693	2
Burak	othanieljen-Burak	bura1271	Atlantic-Congo	9.49	11.07	2
Burma	kraftchadic-Burma	bogh1241	Afro-Asiatic	9.49679	10.11454	2
Burmese (Spoken Rangoon)	suntb-RangoonBurmese	mand1476	Sino-Tibetan	16.867489	96.191442	2
Búlom	polyglottaafricana-I-D-3	bull1247	Atlantic-Congo	9.0	-13.16	2
Cabécar	constenlachibchan-Cabecar	cabe1245	Chibchan	9.67	-83.41	2
Campidanese	saenkoromance-campidanese	camp1261	Indo-European	39.0566	9.03935	2
Central Sierra Miwok	huntergatherer-15	cent2140	Miwok-Costanoan	38.0812	-120.257	2
Chachapoyas	crossandean-Chachapoyas	chac1250	Quechuan	-6.27021	-77.6615	2
Chadong	idssegmented-chadong	chad1240	Tai-Kadai	25.23532	109.96041	2
Chamorro	blustaustronesian-chamorro	cham1312	Austronesian	13.438011	144.74474	2
Chaozhou	beidasinitic-Chaozhou	chao1238	Sino-Tibetan	23.666667	116.633333	2
Chokri	marrisonnaga-Chokri	chok1243	Sino-Tibetan	25.6833	94.2667	2
Chuanqiandian	chenhmongmien-Chuanqiandian	chua1248	Hmong-Mien	27.51846	105.421028	2
Chuanqiandian, Northeast Yunnan	chenhmongmien-NortheastYunnanChuanqiandian	larg1235	Hmong-Mien	27.096059	103.698607	2
Chuvash	northeuralex-chv	chuv1255	Turkic	55.49	47.16	2
Cibak	kraftchadic-Cibak	ciba1236	Afro-Asiatic	10.8977	12.902	2
Classical Nahuatl	utoaztecan-ClassicalAztec	clas1250	Uto-Aztecan	19.72	-96.97	2
Colac	bowernpny-Colac	cola1237	Pama-Nyungan	-38.471266	143.422444	2
Comanche	huntergatherer-10	coma1245	Uto-Aztecan	34.0	-101.0	2
Coos	johanssonsoundsymbolic-Coos	coos1249	Coosan	43.4413	-124.16	2
CrimeanTatar	robbeetstriangulation-CrimeanTatar	crim1256	Turkic	45.0	34.08	2
Croatian	northeuralex-hrv	croa1245	Indo-European	45.2	16.83	2
Cuzco	crossandean-Cuzco	cusc1236	Quechuan	-14.0853	-71.7663	2
Daa kaka (West Ambrym, Vanuatu)	abvdoceanic-DaakakaWestAmbrymVanuatu_798	daka1243	Austronesian	-16.2696	168.013	2
Dadibi	johanssonsoundsymbolic-Dadibi	dadi1250	Teberan	-6.65765	144.511	2
Dalmatian	saenkoromance-dalmatian	dalm1243	Indo-European	42.7095	18.0238	2
Dani, Western	transnewguineaorg-dani-western	west2594	Nuclear Trans New Guinea	-3.77127	138.217	2
Dano (Asaro Dialect)	transnewguineaorg-dano-asaro	dano1240	Nuclear Trans New Guinea	-5.92188	145.254	2
Dargwa (Chirag dialect)	idssegmented-dargwachiragdialect	chir1284	Nakh-Daghestanian	41.869481	47.41111	2
Dargwa (Khajdak dialect)	idssegmented-dargwakhajdakdialect	kajt1238	Nakh-Daghestanian	42.052428	47.776611	2
Dargwa (Kubachi dialect)	idssegmented-dargwakubachidialect	kuba1248	Nakh-Daghestanian	42.08504	47.601843	2
Deng (Kaman) [Miju]	gaotb-Miju	miju1243	Sino-Tibetan	28.47	97.04	2
Dharumbal	bowernpny-Dharumbal	dhar1248	Pama-Nyungan	-23.307	150.593	2
Diyari	bowernpny-Diyari	dier1241	Pama-Nyungan	-28.1667	138.0	2
Djinang	bowernpny-Djinang	djin1253	Pama-Nyungan	-12.462	134.82	2
Djingili	johanssonsoundsymbolic-Djingili	djin1251	Mirndi	-17.165	133.659	2
Dobu	abvdoceanic-Dobu_1429	dobu1241	Austronesian	-9.63239	150.825	2
Dras	backstromnorthernpakistan-Dras	dras1242	Indo-European	34.4478362	75.5947267	2
Dutch	wold-Dutch	dutc1256	Indo-European	52.5	6.0	2
Duvle	transnewguineaorg-duvle	duvl1242	Lakes Plain	-3.21832	137.964	2
Dwot	kraftchadic-Dwot	dass1243	Afro-Asiatic	9.9325	9.51838	2
Dyirbal	bowernpny-Dyirbal	dyir1250	Pama-Nyungan	-17.4516	145.544	2
Dṣálun·ka	polyglottaafricana-II-1-d	yalu1240	Mande	9.97186	-11.2836	2
Dṣélan·a	polyglottaafricana-IV-A-2	yomm1242	Atlantic-Congo	9.87186	1.81099	2
Ecun Buyang	idssegmented-ecunbuyang	lang1316	Tai-Kadai	23.550258	106.016896	2
Elfdalian	iecor-145	elfd1234	Indo-European	61.23	14.03	2
Embera Chamí	hubercolumbian-EmberaChami	embe1262	Chocoan	4.8791	-76.0749	2
Ersu (Ganluo)	gaotb-ErsuGanluo	ersu1241	Sino-Tibetan	29.29	102.21	2
Even	oskolskayatungusic-Even	even1260	Tungusic	70.6687	130.914	2
Evenki	northeuralex-evn	even1259	Tungusic	65.75	105.3	2
Fadashi	bremerberta-Fadashi	fada1248	Berta	9.585863	34.677096	2
Faghani	tryonsolomon-faghani	faga1239	Austronesian	-10.4479	161.662	2
Faiwol (Lowbip Dialect)	transnewguineaorg-faiwol-lowbip	faiw1243	Nuclear Trans New Guinea	-5.4967	141.656	2
Faroese	iecor-23	faro1244	Indo-European	62.012	-6.768	2
Fayu	transnewguineaorg-fayu	fayu1238	Lakes Plain	-3.14497	136.867	2
Fī́lham	polyglottaafricana-I-A-2	jola1263	Atlantic-Congo	12.75752	-15.7354766667	2
Fore	transnewguineaorg-fore	fore1270	Nuclear Trans New Guinea	-6.64473	145.5065	2
Franco-Provençal	iecor-220	fran1269	Indo-European	45.92	7.05	2
Friulian	iecor-122	friu1240	Indo-European	46.06	13.23	2
Fuzhou	beidasinitic-Fuzhou	fuzh1239	Sino-Tibetan	26.08904	119.294243	2
Gaam	johanssonsoundsymbolic-Gaam	gaam1241	Eastern Jebel	11.4674	33.9797	2
Gaddang	abvdphilippines-418	gadd1244	Austronesian	16.5468	121.177	2
Gadṣā́ga	polyglottaafricana-XII-A-a-3	soni1259	Mande	13.1273	-11.7178	2
Gaelic: Manx	iecor-147	manx1243	Indo-European	54.26	-4.63	2
Gagadu	johanssonsoundsymbolic-Gagadu	gaga1251		-12.5176	132.643	2
Gagauz	robbeetstriangulation-Gagauz	gaga1249	Turkic	44.6	28.03	2
Gal	transnewguineaorg-gal	gall1278	Nuclear Trans New Guinea	-5.16351	145.623	2
Gangulu	bowernpny-Gangulu	gang1268	Pama-Nyungan	-22.7637	149.416	2
Garifuna	walkerarawakan-Garifuna	gari1256	Arawakan	15.67	-88.0	2
Garlali	bowernpny-Garlali	kala1380	Pama-Nyungan	-28.136	143.929	2
Gavak	transnewguineaorg-gavak	dimi1244	Nuclear Trans New Guinea	-4.8296	145.676	2
Gavar	gravinachadic-Gavar	gava1241	Afro-Asiatic	10.5603	13.8188	2
Gavião	tuled-Gaviao	gavi1246	Tupian	-10.7235	-61.6752	2
Gbándi	polyglottaafricana-II-7	band1352	Mande	7.73729	-10.1684	2
Gedaged	abvdoceanic-Gedaged_7	geda1237	Austronesian	-5.18175	145.781	2
Georgian	northeuralex-kat	nucl1302	Kartvelian	41.85	43.79	2
Gī́o	polyglottaafricana-II-13	west2878	Mande	7.22812	-8.24535	2
Gooreng Gooreng	bowernpny-GoorengGooreng	gure1255	Pama-Nyungan	-25.3893	151.175	2
Gothic	iecor-303	goth1244	Indo-European	43.22	25.61	2
Greek: Cypriot	iecor-195	cypr1249	Indo-European	35.0	33.0	2
Greek: Italiot	iecor-201	apul1236	Indo-European	37.94	15.83	2
Greek: New Testament	iecor-177	koin1234	Indo-European	31.77	35.21	2
Guanyinqiao Khroskyabs	lairgyalrong-GuanyinqiaoKhroskyabs	guan1252	Sino-Tibetan	31.79783	101.655159	2
Guarijío	utoaztecan-Guarijio	huar1255	Uto-Aztecan	27.8685	-108.437	2
Gudjal	bowernpny-Gudjal	gudj1237	Pama-Nyungan	-19.44157406	144.6482584	2
Guhu-Samane	johanssonsoundsymbolic-Guhusamane	guhu1244	Nuclear Trans New Guinea	-7.99922	147.228	2
Guiyang	houchinese-Guixian	guiy1235	Hmong-Mien	26.71691	106.638336	2
Gundungurra	bowernpny-Gundungurra	nort2760	Pama-Nyungan	-34.85	149.1	2
Gúrēṣa	polyglottaafricana-IV-A-3	buli1254	Atlantic-Congo	10.5763	-1.26748	2
Haya	tls-Haya	haya1250	Atlantic-Congo	-1.70878	31.4846	2
Hām	polyglottaafricana-XII-E-4	hyam1245	Atlantic-Congo	9.57832	7.95163	2
Highland Oaxaca Chontal	johanssonsoundsymbolic-HighlandOaxacaChontal	high1242	Tequistlatecan	16.1849	-95.7301	2
Hokkaido Ainu	northeuralex-ain	ainu1240	Ainu	43.63	142.46	2
Huaylla-Huanca	crossandean-Huanca	huay1241	Quechuan	-12.1809	-75.2055	2
Huichol	utoaztecan-Huichol	huic1243	Uto-Aztecan	21.954	-104.062	2
Hula	transnewguineaorg-hula	hula1239	Austronesian	-9.99427	147.705	2
Hungarian	idssegmented-hungarian	hung1274	Uralic	46.9068585714	19.6555271429	2
Ibanag	abvdphilippines-279	iban1267	Austronesian	17.4201	121.891	2
Ifugao, Amganad	abvdphilippines-419	amga1235	Austronesian	16.9016	121.042	2
Ifugao, Batad	abvdphilippines-420	bata1298	Austronesian	16.8266	121.23	2
Inari Sami	northeuralex-smn	inar1241	Uralic	69.42	27.87	2
Inati (Hamtic)	abvdphilippines-1553	atii1237	Austronesian	11.1539	122.512	2
Itawis	abvdphilippines-678	itaw1240	Austronesian	17.7329	121.58	2
Itneg, Binongan	abvdphilippines-426	bino1237	Austronesian	17.5972	120.876	2
Japhug	lairgyalrong-Japhug	japh1234	Sino-Tibetan	32.207076	101.957636	2
Jauja-Huanca	crossandean-Jauja	jauj1238	Quechuan	-11.6747	-75.2786	2
Jeh	sidwellbahnaric-jeh	jehh1245	Austroasiatic	15.2351	107.753	2
Jeju	robbeetstriangulation-Jeju	jeju1234	Koreanic	33.38	126.56	2
Jenaama	baf2-Jenaama	jena1242	Mande	15.5	-4.0	2
Jitnu	hubercolumbian-Jitnu	maca1259	Guahiboan	6.34582	-71.2671	2
Jurchen	oskolskayatungusic-Jurchen	jurc1239	Tungusic	44.412626	126.866803	2
Kaang Kruk	chindialectsurvey-KaangKruk-A	kaan1248	Sino-Tibetan	21.6	93.4432	2
Kaera	robinsonap-kaera	kaer1234	Timor-Alor-Pantar	-8.3287	124.0177	2
Kaki Ae	transnewguineaorg-kaki-ae	kaki1249		-7.9946	145.816	2
Kami	tls-Kami	kami1256	Atlantic-Congo	-6.71075	37.98	2
Kanakanabu L04	abvdphilippines-825	kana1286	Austronesian	23.3235	120.887	2
Kangjia	robbeetstriangulation-Kangjia	kang1281	Mongolic-Khitan	35.04	101.25	2
Kankanaey	abvdphilippines-681	kank1243	Austronesian	16.8548	120.689	2
Kannada	northeuralex-kan	nucl1305	Dravidian	13.59	76.12	2
Kanoê	johanssonsoundsymbolic-Kanoe	kano1245		-12.1789	-64.5812	2
Kapone	abvdoceanic-Kapone_1489	nume1242	Austronesian	-22.2689	166.705	2
KaraKalpak	robbeetstriangulation-KaraKalpak	kara1467	Turkic	54.55	25.11	2
KarachayBalkar	robbeetstriangulation-KarachayBalkar	kara1465	Turkic	39.98	63.32	2
Karaim	robbeetstriangulation-Karaim	kara1464	Turkic	43.56	42.26	2
Kashubian	iecor-175	kash1274	Indo-European	54.35	17.89	2
Kasong	idssegmented-kasong	suoy1242	Austroasiatic	11.936	104.136	2
Kayah Monu	starostinkaren-Kayah_Monu	manu1255	Sino-Tibetan	19.165	96.9531	2
Kayaw	luangthongkumkaren-Kayaw	brek1238	Sino-Tibetan	19.0561	96.8365	2
Kayupulau [Kajupulau]	abvdoceanic-KayupulauKajupulau_57	kayu1243	Austronesian	-2.54415	140.626	2
KazanTatar	robbeetstriangulation-KazanTatar	kaza1250	Turkic	55.0	50.0	2
Kazukuru	tryonsolomon-kazukuru	kazu1245	Austronesian	-8.23886	157.687	2
Kámbāli	polyglottaafricana-XII-E-9	tsis1238	Atlantic-Congo	10.2882	5.11073	2
Kán·kán·ka	polyglottaafricana-II-1-e	east2426	Mande	9.33048	-10.5394	2
Kein	transnewguineaorg-kein	kein1239	Nuclear Trans New Guinea	-5.3373	145.483	2
Kensiw Perak	dunnaslian-Kensiw_Perak	kens1248	Austroasiatic	5.98085	101.026	2
Kezhama	marrisonnaga-Kezhama	khez1235	Sino-Tibetan	25.5167	94.2	2
Khamuang (Chiang Mai variety)	idssegmented-khamuangchiangmaivariety	nort2740	Tai-Kadai	18.857495	100.20739	2
Khinalug	idssegmented-khinalug	khin1240	Nakh-Daghestanian	41.1801	48.0571	2
Khmer Siem Reap	dunnaslian-Khmer_Siem_Reap	cent1989	Austroasiatic	12.0515	105.015	2
Khoirao	marrisonnaga-Khoirao	than1255	Sino-Tibetan	25.2167	94.0333	2
Khowar	iecor-284	khow1242	Indo-European	36.28	72.515	2
Kikuyu	tls-Kikuyu	kiku1240	Atlantic-Congo	-0.29005	36.719	2
Kildin Saami	wold-KildinSaami	kild1236	Uralic	67.0	37.0	2
Kiliwa	huntergatherer-34	kili1268	Cochimi-Yuman	30.5471	-115.123	2
Kintaq	dunnaslian-Kintaq	kint1239	Austroasiatic	5.75004	101.277	2
Kiranti_Kulung	sagartst-Kulung	kulu1253	Sino-Tibetan	27.690037	86.910944	2
Kiranti_Limbu	sagartst-Limbu	limb1266	Sino-Tibetan	27.272065	87.889909	2
Klon	robinsonap-klon	kelo1247	Timor-Alor-Pantar	-8.40688	124.429	2
Komyandaret	transnewguineaorg-komyandaret	komy1238	Nuclear Trans New Guinea	-5.25453	140.213	2
Konyak	marrisonnaga-Konyak	kony1246	Sino-Tibetan	26.55	95.05	2
Kopo (Gepo)	yangyi-KopoGepo	gepo1234	Sino-Tibetan	25.51563431	102.4630191	2
Koya	dravlex-Koya	koya1251	Dravidian	17.6772	81.2096	2
Kubo	transnewguineaorg-kubo	kubo1242	East Strickland	-5.92584	142.183	2
Kuku Yalanji	bowernpny-KukuYalanji	kuku1273	Pama-Nyungan	-16.0036	145.188	2
Kula	transnewguineaorg-kula	kula1280	Timor-Alor-Pantar	-8.2384	125.004	2
Kuman	transnewguineaorg-kuman	kuma1280	Nuclear Trans New Guinea	-5.90586	144.977	2
Kumzari	iecor-242	kumz1235	Indo-European	26.34	56.41	2
Kunimaipa	johanssonsoundsymbolic-Kunimaipa	kuni1267	Kunimaipan	-8.09371	146.908	2
Kuria_tari	tls-KuriaTari	kuri1259	Atlantic-Congo	-1.50636	34.5049	2
Kwere	tls-Kwere	kwer1261	Atlantic-Congo	-6.50666	38.4449	2
Kâte	transnewguineaorg-kate	kate1253	Nuclear Trans New Guinea	-6.4795	147.757	2
Label	abvdoceanic-Label_1340	labe1239	Austronesian	-4.46971	152.678	2
Lakalai	abvdoceanic-Lakalai_281	naka1262	Austronesian	-5.59931	150.888	2
Lakona	abvdoceanic-Lakona_1019	lako1245	Austronesian	-14.29899	167.429382	2
Lala	abvdoceanic-Lala_1439	lala1268	Austronesian	-8.93195	146.749	2
Lame	kraftchadic-Lame	lame1257	Atlantic-Congo	10.7229	8.78768	2
Lame (Peve)	kraftchadic-Lamepeve	peve1243	Afro-Asiatic	9.16111	14.441	2
Lanoh Kertei	dunnaslian-Lanoh_Kertei	lano1248	Austroasiatic	4.90934	100.986	2
Lanping	allenbai-Lanping	lanp1241	Sino-Tibetan	26.5158555	99.2581092	2
Laowu Nisu	yangyi-LaowuNisu	farn1234	Sino-Tibetan	25.74329166	99.57814539	2
Laraos	crossandean-Laraos	yauy1235	Quechuan	-12.62	-75.7	2
Larevat: Mosox	vanuatuvoices-Larevatmosox	lare1249	Austronesian	-16.17628	167.37023	2
Latin	northeuralex-lat	lati1261	Indo-European	41.9	12.45	2
Lavukaleve	tryonsolomon-lavukaleve	lavu1241		-9.05569	159.119	2
Lehali	abvdoceanic-Lehali_1168	leha1243	Austronesian	-13.5043	167.332	2
Lemerig	abvdoceanic-Lemerig_696	leme1238	Austronesian	-13.739697	167.420676	2
Limi	yangyi-Limi	limi1243	Sino-Tibetan	24.2046473	99.70780531	2
Lisu	yangyi-Lisu	nort3298	Sino-Tibetan	26.75196842	98.88478072	2
Livonian	northeuralex-liv	livv1244	Uralic	57.57	22.03	2
Lokono	huntergatherer-405	araw1276	Arawakan	5.64295	-56.9243	2
Lotha	marrisonnaga-Lotha	loth1237	Sino-Tibetan	26.1	94.2667	2
Lowa	dhakalsouthwesttibetic-Lowa	tibe1272	Sino-Tibetan	28.3681	90.1872	2
Lunga Lunga  (Minigir)	abvdoceanic-LungaLungaMinigir_386	mini1251	Austronesian	-4.31803	152.005	2
Lungga	tryonsolomon-lungga	lung1249	Austronesian	-8.17469	156.573	2
Lyngngam	nagarajakhasian-Lyngngam	lyng1241	Austroasiatic	25.35	91.05	2
Löyöp	abvdoceanic-Loyop_1123	leha1244	Austronesian	-13.542726	167.343342	2
Maang	lamanisoic-Maang	maan1239	Sino-Tibetan	23.555104	105.70091	2
Madak	abvdoceanic-Madak_383	mada1285	Austronesian	-3.34342	151.967	2
Maia (Pila Dialect)	transnewguineaorg-maia-pila	maia1254	Nuclear Trans New Guinea	-4.50212	145.096	2
